seed,segment,step,timestamp,loss_pr,loss_ce,update_norm,param_norm,grad_norm,actual_batch_size,bucket_chi_sq_mod_norm,bucket_acf_mod_lag1,bucket_chi_sq_div_norm,bucket_acf_div_lag1,bucket_chi_sq_hash_norm,bucket_acf_hash_lag1,shard_chi_sq,shard_acf_lag1,n_unique_indices,overlap_exact,overlap_bucket,n_unique_window,expected_unique_iid
1,0,55,1770169150.8484511,9.161565780639648,9.139091491699219,0.8242843747138977,185.27316284179688,2.6130707263946533,2048.0,0.9862745098039215,-0.057890800870995275,66.41274509803921,0.7902423468715959,0.9862745098039215,-0.057890800870995275,69146.9658203125,0.766755738363701,2048.0,0.0,656.0,112640.0,101444.1916675119
1,0,60,1770169171.3713632,9.106344223022461,9.099637985229492,0.8881679177284241,185.42135620117188,4.054878234863281,2048.0,0.9147058823529411,-0.13041250625651252,76.78725490196078,0.8170889007608251,0.9147058823529411,-0.13041250625651252,60963.308593749985,0.780014380790591,2048.0,0.0,651.0,122880.0,109638.71308928232
1,0,65,1770169190.6827478,9.075921058654785,9.082616806030273,1.0412217378616333,185.57803344726562,3.4048118591308594,2048.0,0.7098039215686275,-0.002578458825326201,57.83725490196078,0.8363943217940767,0.7098039215686275,-0.002578458825326201,59245.16406249999,0.8542105981757006,2048.0,0.0,708.0,133120.0,117675.9659598039
1,0,70,1770169210.9751685,9.097138404846191,9.074813842773438,1.0986887216567993,185.7638702392578,2.1338977813720703,2048.0,0.8264705882352941,-0.049199771536474195,88.8970588235294,0.8274297797527032,0.8264705882352941,-0.049199771536474195,66211.9462890625,0.7966546930973816,2048.0,0.0,678.0,143360.0,125558.96856360343
1,0,75,1770169231.9328594,9.082263946533203,9.073575973510742,1.3192907571792603,185.99038696289062,2.2727859020233154,2048.0,0.8872549019607843,-0.15975590982988147,62.73627450980392,0.7772646890340634,0.8872549019607843,-0.15975590982988147,66422.82519531249,0.8151188729688412,2048.0,0.0,671.0,153600.0,133290.68125855035
1,0,80,1770169252.434854,9.09480094909668,9.08450698852539,1.4336049556732178,186.2581024169922,2.0240120887756348,2048.0,1.034313725490196,-0.05877611996217768,61.92647058823529,0.7420241202812347,1.034313725490196,-0.05877611996217768,74216.7021484375,0.8013941098753716,2048.0,0.0,671.0,163840.0,140874.00758758013
1,0,85,1770169270.8340664,9.094436645507812,9.080684661865234,1.5099724531173706,186.5761260986328,2.035374879837036,2048.0,0.9107843137254902,-0.10551809800237372,67.99607843137255,0.8280082235301959,0.9107843137254902,-0.10551809800237372,74116.4482421875,0.8599063438991348,2048.0,0.0,668.0,174080.0,148311.79536908166
1,0,90,1770169289.613174,9.057184219360352,9.038431167602539,1.4078984260559082,186.93553161621094,2.1840572357177734,2048.0,0.8745098039215686,0.0011867549147224587,54.673529411764704,0.7578014567685956,0.8745098039215686,0.0011867549147224587,64747.893554687485,0.7904148255893564,2048.0,0.0,673.0,184320.0,155606.83776635793
1,0,95,1770169307.9818115,9.07822036743164,9.054692268371582,1.4633924961090088,187.31436157226562,1.5626533031463623,2048.0,0.9598039215686275,-0.06473189326326134,78.20098039215686,0.8333420751862426,0.9598039215686275,-0.06473189326326134,81254.353515625,0.8589914730986945,2048.0,0.0,646.0,194560.0,162761.87433656165
1,0,100,1770169327.5186033,9.064859390258789,9.068756103515625,1.529917597770691,187.7248077392578,1.5594271421432495,2048.0,0.807843137254902,-0.08513517400255362,67.74509803921569,0.8461167580118625,0.807843137254902,-0.08513517400255362,66649.2607421875,0.7614395821502529,2048.0,0.0,646.0,204800.0,169779.5920595001
1,0,105,1770169347.2094471,9.030029296875,9.003164291381836,1.5707612037658691,188.1587371826172,1.6247055530548096,2048.0,0.9431372549019608,-0.15243045746111544,56.29803921568627,0.8045098439133498,0.9431372549019608,-0.15243045746111544,63547.439453124985,0.7826593705005508,2048.0,0.0,651.0,204800.0,169779.5920595001
1,0,110,1770169365.9079945,9.06376838684082,9.051673889160156,1.6347054243087769,188.63023376464844,1.687577486038208,2048.0,0.9431372549019608,-0.10220485148348829,59.37352941176471,0.8289345688753316,0.9431372549019608,-0.10220485148348829,59023.9140625,0.8499060137065209,2048.0,0.0,695.0,204800.0,169779.5920595001
1,0,115,1770169384.7981596,9.064867973327637,9.071571350097656,1.4835580587387085,189.12567138671875,1.3005566596984863,2048.0,0.7764705882352941,-0.01962959508143852,75.59117647058824,0.7072375919828343,0.7764705882352941,-0.01962959508143852,73514.060546875,0.7369314123542702,2048.0,0.0,649.0,204800.0,169779.5920595001
1,0,120,1770169404.3617165,9.086679458618164,9.09640884399414,1.636212944984436,189.63856506347656,0.9913385510444641,2048.0,0.8833333333333333,-0.08644198642538864,82.16078431372549,0.7979304153971098,0.8833333333333333,-0.08644198642538864,75466.41894531249,0.750197982818861,2048.0,0.0,702.0,204800.0,169779.5920595001
1,0,125,1770169422.6017811,9.028327941894531,9.041269302368164,1.4751629829406738,190.14312744140625,1.1475356817245483,2048.0,1.0029411764705882,-0.14191220534085333,74.45392156862745,0.8586791813795325,1.0029411764705882,-0.14191220534085333,70173.7041015625,0.8253227159502078,2048.0,0.0,626.0,204800.0,169779.5920595001
1,0,130,1770169441.635604,9.028091430664062,9.007412910461426,1.584080696105957,190.63552856445312,1.203993558883667,2048.0,0.8637254901960785,-0.10724922501756579,61.496078431372545,0.7007156494470536,0.8637254901960785,-0.10724922501756579,61926.95605468749,0.7409229433143641,2048.0,0.0,712.0,204800.0,169779.5920595001
1,0,135,1770169460.0753639,9.06948471069336,9.048974990844727,1.7172800302505493,191.14309692382812,1.1081445217132568,2048.0,0.8205882352941176,0.07140175122147838,51.92647058823529,0.799193575042893,0.8205882352941176,0.07140175122147838,57259.96386718749,0.8455141071019818,2048.0,0.0,692.0,204800.0,169779.5920595001
1,0,140,1770169478.4223156,9.017851829528809,8.999873161315918,1.749450445175171,191.67445373535156,1.1973639726638794,2048.0,0.9156862745098039,-0.06645860060072452,61.121568627450976,0.8729691177155813,0.9156862745098039,-0.06645860060072452,71056.97558593749,0.8784578395058288,2048.0,0.0,712.0,204800.0,169779.5920595001
1,0,145,1770169496.9274676,9.070310592651367,9.083236694335938,1.8745208978652954,192.2675018310547,1.0530685186386108,2048.0,0.8029411764705883,-0.08226704789481037,70.80392156862744,0.7339125157973497,0.8029411764705883,-0.08226704789481037,67734.7685546875,0.7478225381204526,2048.0,0.0,643.0,204800.0,169779.5920595001
1,0,150,1770169515.149553,9.02905559539795,9.026144027709961,1.9953514337539673,192.89215087890625,1.2005071640014648,2048.0,0.8333333333333334,-0.15927248366548435,59.212745098039214,0.7726799988125219,0.8333333333333334,-0.15927248366548435,60356.599609375,0.7994659330203079,2048.0,0.0,685.0,204800.0,169779.5920595001
1,0,155,1770169532.8177056,9.048063278198242,9.05509090423584,1.8514617681503296,193.5767364501953,0.8986293077468872,2048.0,0.8372549019607843,-0.09618607045598755,75.62745098039215,0.7853861524442013,0.8372549019607843,-0.09618607045598755,75744.7099609375,0.8236841066535078,2048.0,0.0,663.0,204800.0,169779.5920595001
1,0,160,1770169551.5959783,8.994961738586426,8.986719131469727,2.0954396724700928,194.27586364746094,1.0900025367736816,2048.0,0.7323529411764705,-0.07730644278951156,56.94509803921569,0.8118711629961373,0.7323529411764705,-0.07730644278951156,52898.9189453125,0.8216210398233885,2048.0,0.0,636.0,204800.0,169779.5920595001
1,0,165,1770169570.118742,9.027424812316895,9.032510757446289,1.9386076927185059,194.99954223632812,1.0131429433822632,2048.0,0.9245098039215686,0.015167666712327362,84.59901960784313,0.7621028670653263,0.9245098039215686,0.015167666712327362,80358.1181640625,0.7224594481741134,2048.0,0.0,728.0,204800.0,169779.5920595001
1,0,170,1770169588.5612757,9.03269100189209,9.024321556091309,1.9060680866241455,195.7223358154297,1.0969210863113403,2048.0,0.7254901960784313,-0.08232588913734454,75.2843137254902,0.7949504700275557,0.7254901960784313,-0.08232588913734454,72481.2724609375,0.8142564806352368,2048.0,0.0,689.0,204800.0,169779.5920595001
1,0,175,1770169606.0984175,8.99224853515625,9.019965171813965,1.9420087337493896,196.47080993652344,0.8808039426803589,2048.0,0.8137254901960784,-0.050189952672598806,67.66078431372549,0.8302916075999783,0.8137254901960784,-0.050189952672598806,67433.142578125,0.8558245782123197,2048.0,0.0,656.0,204800.0,169779.5920595001
1,0,180,1770169624.211612,8.983024597167969,8.989500045776367,2.194488048553467,197.22755432128906,1.0616036653518677,2048.0,0.8980392156862745,-0.2711987080703936,72.58823529411765,0.8259552200884487,0.8980392156862745,-0.2711987080703936,77096.40917968749,0.8353664672476245,2048.0,0.0,624.0,204800.0,169779.5920595001
1,0,185,1770169643.5287802,8.998729705810547,8.965657234191895,2.235915184020996,198.048095703125,0.9781572222709656,2048.0,0.7705882352941177,-0.12104842457250917,50.12843137254902,0.8357997375270049,0.7705882352941177,-0.12104842457250917,54133.07910156249,0.8428131010584602,2048.0,0.0,664.0,204800.0,169779.5920595001
1,0,190,1770169662.2247965,8.914648056030273,8.89570426940918,2.1961069107055664,198.96319580078125,1.1022419929504395,2048.0,0.8911764705882352,-0.043595044335645546,61.687254901960785,0.7890100766290126,0.8911764705882352,-0.043595044335645546,54740.65234375,0.7823400530788063,2048.0,0.0,624.0,204800.0,169779.5920595001
1,0,195,1770169679.9429135,8.889007568359375,8.88629150390625,2.05600643157959,199.87754821777344,1.055738091468811,2048.0,0.8411764705882353,-0.16070715693334944,70.57058823529411,0.7791180129027223,0.8411764705882353,-0.16070715693334944,67325.974609375,0.7956763259843516,2048.0,0.0,614.0,204800.0,169779.5920595001
1,0,200,1770169698.9095778,8.951898574829102,8.942466735839844,2.185187339782715,200.7748565673828,0.8970957398414612,2048.0,0.9823529411764705,-0.1914343243406745,82.77843137254902,0.7888447390995721,0.9823529411764705,-0.1914343243406745,79219.0263671875,0.8083276646928738,2048.0,0.0,624.0,204800.0,169779.5920595001
1,0,205,1770169719.6131186,8.94766616821289,8.893659591674805,2.1717469692230225,201.66444396972656,1.104594111442566,2048.0,0.8343137254901961,-0.09591219840724595,56.8343137254902,0.8125271867090192,0.8343137254901961,-0.09591219840724595,54120.97949218749,0.8256006182466025,2048.0,0.0,647.0,204800.0,169779.5920595001
1,0,210,1770169738.4038455,8.875574111938477,8.847448348999023,3.235832691192627,202.58599853515625,1.2229602336883545,2048.0,0.9215686274509803,-0.05103668982794924,73.7656862745098,0.7267440913887828,0.9215686274509803,-0.05103668982794924,76079.177734375,0.7241314877702273,2048.0,0.0,692.0,204800.0,169779.5920595001
1,0,215,1770169757.4052792,8.917715072631836,8.841354370117188,2.2037742137908936,203.52273559570312,1.2000815868377686,2048.0,1.0137254901960784,-0.026060619538424902,54.29705882352941,0.7794487749246677,1.0137254901960784,-0.026060619538424902,60910.5888671875,0.7822278234068879,2048.0,0.0,676.0,204800.0,169779.5920595001
1,0,220,1770169776.0399299,8.936140060424805,8.934198379516602,2.4043538570404053,204.48046875,0.9568201303482056,2048.0,1.0098039215686274,-0.10971910840033826,67.54901960784314,0.7988526179238508,1.0098039215686274,-0.10971910840033826,69857.3857421875,0.80220326358289,2048.0,0.0,678.0,204800.0,169779.5920595001
1,0,225,1770169794.6964145,8.963027954101562,8.942947387695312,2.3536272048950195,205.4501495361328,0.9739667177200317,2048.0,0.9343137254901961,-0.043249546706249885,55.530392156862746,0.8717558316738415,0.9343137254901961,-0.043249546706249885,57346.38964843749,0.8353606543319606,2048.0,0.0,664.0,204800.0,169779.5920595001
1,0,230,1770169813.3941286,8.9580078125,8.87391471862793,2.4455742835998535,206.40884399414062,1.242783784866333,2048.0,0.8245098039215686,-0.10633218075125038,56.28137254901961,0.7961493487578675,0.8245098039215686,-0.10633218075125038,64435.896484374985,0.8041288081272295,2048.0,0.0,730.0,204800.0,169779.5920595001
1,0,235,1770169832.1263185,8.921041488647461,8.908468246459961,2.264054298400879,207.35264587402344,0.9646550416946411,2048.0,0.9284313725490196,-0.11723913469905851,61.0,0.7729953594724754,0.9284313725490196,-0.11723913469905851,62735.037109375,0.8057016199783469,2048.0,0.0,682.0,204800.0,169779.5920595001
1,0,240,1770169850.502205,8.94815444946289,8.94363021850586,2.232386589050293,208.3145294189453,0.9615129828453064,2048.0,0.9098039215686274,-0.08776066574546827,81.86470588235294,0.7888392557093927,0.9098039215686274,-0.08776066574546827,71184.02148437499,0.7876060768124493,2048.0,0.0,648.0,204800.0,169779.5920595001
1,0,245,1770169868.483364,9.007508277893066,9.047956466674805,2.641998767852783,209.3146514892578,0.8389193415641785,2048.0,0.9588235294117647,-0.15079979588833978,71.70980392156862,0.8235368822409257,0.9588235294117647,-0.15079979588833978,72936.736328125,0.7629054182603928,2048.0,0.0,622.0,204800.0,169779.5920595001
1,0,250,1770169886.2639325,8.855631828308105,8.893550872802734,2.4064416885375977,210.32144165039062,1.0945911407470703,2048.0,0.7970588235294117,-0.1298461784324148,64.88921568627451,0.8164226946808127,0.7970588235294117,-0.1298461784324148,59484.5634765625,0.8266727783677189,2048.0,0.0,679.0,204800.0,169779.5920595001
1,0,255,1770169904.988916,8.892034530639648,8.86587142944336,2.3869094848632812,211.35385131835938,1.0532286167144775,2048.0,0.9049019607843137,-0.11602447501016945,60.96862745098039,0.8341543763251561,0.9049019607843137,-0.11602447501016945,67739.95410156249,0.7575947605633601,2048.0,0.0,655.0,204800.0,169779.5920595001
1,0,260,1770169922.1831472,8.871255874633789,8.79152774810791,2.0375540256500244,212.32884216308594,1.0096931457519531,2048.0,0.8676470588235294,-0.12068478598435038,55.65098039215686,0.7792535036649542,0.8676470588235294,-0.12068478598435038,58765.5009765625,0.7972371345374178,2048.0,0.0,650.0,203644.0,169779.5920595001
1,0,265,1770169941.0362453,8.923174858093262,8.90014362335205,1.8424351215362549,213.24371337890625,0.79352867603302,2048.0,0.8294117647058823,-0.06651027610282119,83.01372549019608,0.7495164703908445,0.8294117647058823,-0.06651027610282119,84689.7783203125,0.7621426518473999,2048.0,0.0,670.0,200633.0,169779.5920595001
1,0,270,1770169959.9241192,8.812808990478516,8.786200523376465,1.9442518949508667,214.02459716796875,1.1386995315551758,2048.0,0.7745098039215687,-0.06608172646129075,56.88529411764706,0.7424498999630428,0.7745098039215687,-0.06608172646129075,57879.636718749985,0.7815578431428133,2048.0,0.0,686.0,198066.0,169779.5920595001
1,0,275,1770169977.8466706,8.835468292236328,8.820229530334473,2.021719455718994,214.77017211914062,1.0257712602615356,2048.0,0.7431372549019608,-0.08960781410238235,66.32450980392157,0.7078734468386371,0.7431372549019608,-0.08960781410238235,67952.5615234375,0.7562084668851297,2047.0,0.0,682.0,195955.0,169779.5920595001
1,0,280,1770169995.7955477,8.806556701660156,8.801992416381836,2.4024195671081543,215.4951934814453,1.1084064245224,2048.0,0.9284313725490196,-0.10061373075527923,63.620588235294115,0.8387278154754406,0.9284313725490196,-0.10061373075527923,64056.4873046875,0.8583558180105538,2048.0,0.0,721.0,194402.0,169779.5920595001
1,0,285,1770170014.2608888,8.83835220336914,8.828579902648926,1.9588066339492798,216.19522094726562,0.9691310524940491,2048.0,0.95,-0.008143262399693879,67.36960784313726,0.8684221679570022,0.95,-0.008143262399693879,65374.48046875001,0.8058459362974355,2048.0,0.0,648.0,192192.0,169779.5920595001
1,0,290,1770170033.1400783,8.915509223937988,8.908256530761719,2.122227191925049,216.93161010742188,0.9347966909408569,2048.0,0.8607843137254901,-0.02709239128714962,56.991176470588236,0.8317359585716945,0.8607843137254901,-0.02709239128714962,61104.18261718749,0.851256708705353,2048.0,0.0,685.0,189189.0,169779.5920595001
1,0,295,1770170050.960304,8.80540943145752,8.7616605758667,2.373182773590088,217.7293243408203,1.1010475158691406,2048.0,0.8705882352941177,-0.128445382980615,64.58235294117647,0.8856875623018561,0.8705882352941177,-0.128445382980615,60925.28124999999,0.7942304338998272,2048.0,0.0,623.0,187162.0,169779.5920595001
1,0,300,1770170069.6770272,8.759072303771973,8.742307662963867,2.6993680000305176,218.63743591308594,1.2427023649215698,2048.0,0.8803921568627451,-0.1234254957724761,76.06862745098039,0.7867716591841353,0.8803921568627451,-0.1234254957724761,70519.4072265625,0.7889775818647093,2048.0,0.0,641.0,186589.0,169779.5920595001
1,0,305,1770170087.8396819,8.727938652038574,8.702804565429688,2.2077457904815674,219.61083984375,1.3682397603988647,2048.0,0.8950980392156863,-0.07719864461708552,63.19705882352941,0.8815751873561032,0.8950980392156863,-0.07719864461708552,60560.564453124985,0.8412317974302097,2048.0,0.0,679.0,186641.0,169779.5920595001
1,0,310,1770170106.4255767,8.73641586303711,8.698158264160156,2.365579128265381,220.57493591308594,1.2717666625976562,2048.0,0.8284313725490196,-0.0644639457481227,60.00098039215686,0.7995647282683613,0.8284313725490196,-0.0644639457481227,62643.42578124999,0.8159454041297933,2048.0,0.0,709.0,186922.0,169779.5920595001
1,0,315,1770170125.8666427,8.684873580932617,8.712767601013184,2.1853034496307373,221.53488159179688,1.2173078060150146,2048.0,0.8539215686274509,-0.13887814028072684,63.62843137254902,0.7588153276535727,0.8539215686274509,-0.13887814028072684,59433.57226562499,0.7732930740874673,2048.0,0.0,664.0,186677.0,169779.5920595001
1,0,320,1770170144.7111142,8.712116241455078,8.72895336151123,2.3073761463165283,222.436767578125,1.0269538164138794,2048.0,0.7725490196078432,-0.21172819231964624,93.85980392156863,0.7841594243826083,0.7725490196078432,-0.21172819231964624,87375.02734374999,0.797069715131705,2048.0,0.0,643.0,187855.0,169779.5920595001
1,0,325,1770170162.4866276,8.70782470703125,8.711176872253418,2.3019871711730957,223.32022094726562,1.1784555912017822,2048.0,0.8088235294117647,-0.17418700951786345,95.38529411764706,0.8289462409050029,0.8088235294117647,-0.17418700951786345,73291.9462890625,0.7738418848155897,2048.0,0.0,648.0,188206.0,169779.5920595001
1,0,330,1770170180.268781,8.792229652404785,8.782110214233398,2.730882406234741,224.24798583984375,0.9918643832206726,2048.0,0.8019607843137255,-0.24877105924962728,85.43235294117648,0.8298686206834711,0.8019607843137255,-0.24877105924962728,84703.60644531249,0.7975331828190015,2048.0,0.0,656.0,189247.0,169779.5920595001
1,0,335,1770170198.2610548,8.693997383117676,8.683008193969727,2.829190731048584,225.2598114013672,1.2962194681167603,2048.0,0.8519607843137255,-0.1303225730647787,60.25098039215686,0.8119532295118361,0.8519607843137255,-0.1303225730647787,68044.17285156249,0.8412515794946321,2048.0,0.0,705.0,190906.0,169779.5920595001
1,0,340,1770170216.7870533,8.756141662597656,8.783004760742188,2.455012321472168,226.37454223632812,0.9879143834114075,2048.0,0.8470588235294118,0.0016121317344461184,68.59411764705882,0.7235761439954902,0.8470588235294118,0.0016121317344461184,66419.3681640625,0.74938431497017,2048.0,0.0,616.0,193468.0,169779.5920595001
1,0,345,1770170234.9610693,8.67839241027832,8.67851448059082,2.3216707706451416,227.44264221191406,1.2755355834960938,2048.0,0.9235294117647058,-0.14728628551971426,64.90980392156862,0.7796796618878254,0.9235294117647058,-0.14728628551971426,68331.970703125,0.8181921291651612,2048.0,0.0,650.0,195951.0,169779.5920595001
1,0,350,1770170253.2309852,8.644309997558594,8.627342224121094,2.353208541870117,228.40969848632812,1.3935903310775757,2048.0,0.9186274509803921,-0.15831565500003408,58.18431372549019,0.7746222014715907,0.9186274509803921,-0.15831565500003408,56470.0322265625,0.7998676714937288,2048.0,0.0,672.0,198990.0,169779.5920595001
1,0,355,1770170271.7490802,8.641966819763184,8.6510009765625,2.146021604537964,229.39964294433594,1.4303227663040161,2048.0,0.8137254901960784,-0.19764786811832413,57.312745098039215,0.8672601228760048,0.8137254901960784,-0.19764786811832413,53474.5146484375,0.8732193441365655,2048.0,0.0,658.0,202444.0,169779.5920595001
1,0,360,1770170290.7384772,8.583085060119629,8.636837005615234,2.387650966644287,230.35386657714844,1.291338562965393,2048.0,0.8627450980392157,-0.2016979323513171,63.154901960784315,0.7863070035785913,0.8627450980392157,-0.2016979323513171,56058.6455078125,0.7683848375780263,2048.0,0.0,684.0,204018.0,169779.5920595001
1,0,365,1770170310.126095,8.551959991455078,8.545536994934082,2.690826416015625,231.28257751464844,1.3083416223526,2048.0,0.7784313725490196,-0.15786785284457744,62.09313725490196,0.7705712142098301,0.7784313725490196,-0.15786785284457744,59059.3486328125,0.7865745575413406,2048.0,0.0,712.0,204514.0,169779.5920595001
1,0,370,1770170327.9089773,8.615852355957031,8.614824295043945,2.537536859512329,232.30264282226562,1.1811597347259521,2048.0,0.9480392156862745,-0.0939649293540917,71.53039215686275,0.77335114536924,0.9480392156862745,-0.0939649293540917,79579.421875,0.8039246743240515,2048.0,0.0,710.0,204712.0,169779.5920595001
1,0,375,1770170346.5933254,8.712787628173828,8.719682693481445,2.6516804695129395,233.341064453125,1.1685657501220703,2048.0,0.8852941176470588,-0.14240302096420782,68.67058823529412,0.7477992293766961,0.8852941176470588,-0.14240302096420782,73028.34765624999,0.7732501780842355,2048.0,0.0,694.0,204772.0,169779.5920595001
1,0,380,1770170364.8576698,8.672414779663086,8.66779899597168,2.51715350151062,234.4210205078125,1.146654486656189,2048.0,0.711764705882353,-0.1325408039971874,77.63921568627451,0.853313615363096,0.711764705882353,-0.1325408039971874,72012.8447265625,0.8727890332711711,2048.0,0.0,651.0,204792.0,169779.5920595001
1,0,385,1770170382.4578087,8.66455364227295,8.650566101074219,2.443934917449951,235.5418701171875,1.0762245655059814,2048.0,0.8470588235294118,-0.13181451389156698,63.083333333333336,0.7972159482696565,0.8470588235294118,-0.13181451389156698,72317.92773437501,0.7795461335990542,2048.0,0.0,668.0,204798.0,169779.5920595001
1,0,390,1770170402.9692569,8.61894416809082,8.6084623336792,2.8100972175598145,236.68234252929688,1.2192058563232422,2048.0,0.8607843137254901,-0.08484379597562805,59.67941176470588,0.7906449366958529,0.8607843137254901,-0.08484379597562805,59746.43359374999,0.8141539027891592,2048.0,0.0,628.0,204799.0,169779.5920595001
1,0,395,1770170420.9016757,8.627046585083008,8.601103782653809,2.7537055015563965,237.87197875976562,1.1687790155410767,2048.0,0.7637254901960784,-0.17496158975649526,76.79705882352941,0.8384702105702034,0.7637254901960784,-0.17496158975649526,77054.92480468749,0.8331169203489461,2048.0,0.0,654.0,204800.0,169779.5920595001
1,0,400,1770170440.1433482,8.387157440185547,8.397201538085938,2.864246368408203,239.07240295410156,1.4483987092971802,2048.0,0.9294117647058824,-0.2019491567523007,54.5578431372549,0.816540011418372,0.9294117647058824,-0.2019491567523007,58992.800781249985,0.8344274067973763,2048.0,0.0,672.0,204800.0,169779.5920595001
1,0,405,1770170458.1689203,8.419868469238281,8.402324676513672,2.6624064445495605,240.25897216796875,1.555379867553711,2048.0,0.8568627450980392,-0.08763802863970564,74.47745098039215,0.837275378621591,0.8568627450980392,-0.08763802863970564,66686.423828125,0.8253766379765236,2048.0,0.0,616.0,204800.0,169779.5920595001
1,0,410,1770170476.1960475,8.54354190826416,8.548635482788086,2.8613431453704834,241.4759979248047,1.355452537536621,2048.0,0.9088235294117647,-0.04015264139934371,73.19509803921568,0.8006698638217296,0.9088235294117647,-0.04015264139934371,67635.37890624999,0.8193998347304489,2048.0,0.0,660.0,204800.0,169779.5920595001
1,0,415,1770170495.1752286,8.599889755249023,8.57900619506836,3.0894832611083984,242.74293518066406,1.1189324855804443,2048.0,0.892156862745098,-0.021842155077816262,59.95980392156863,0.7965530997144418,0.892156862745098,-0.021842155077816262,64918.15234374999,0.8147079441755063,2048.0,0.0,683.0,204800.0,169779.5920595001
1,0,420,1770170513.5158255,8.467150688171387,8.477615356445312,2.5737011432647705,243.96624755859375,1.4449970722198486,2048.0,0.9372549019607843,-0.07355267585225345,56.48725490196078,0.8189393285023838,0.9372549019607843,-0.07355267585225345,62658.11816406251,0.8548527156009682,2048.0,0.0,623.0,204800.0,169779.5920595001
1,0,425,1770170532.909063,8.450481414794922,8.458919525146484,2.6103508472442627,245.1486053466797,1.448280930519104,2048.0,0.8862745098039215,-0.10660021348966997,57.944117647058825,0.821290490215937,0.8862745098039215,-0.10660021348966997,59906.3212890625,0.8395072501745122,2048.0,0.0,665.0,204800.0,169779.5920595001
1,0,430,1770170552.444619,8.468367576599121,8.428752899169922,3.33994197845459,246.38082885742188,1.3107227087020874,2048.0,0.9392156862745098,-0.19390047840805574,67.79019607843138,0.852688943291763,0.9392156862745098,-0.19390047840805574,64129.949218749985,0.848705176812433,2048.0,0.0,676.0,204800.0,169779.5920595001
